nome,ano,ponto_virada,inde,iaa,ieg,ips,ida,ipp,ipv,ian,anos_pm,2020,2021,2022,fem,masc,pedra,bolsista,nao_bolsista,in_fase,ipv_pre_processado_resultado,ieg_pre_processado_resultado,ida_pre_processado_resultado,rec_ava_1_pre_processado_resultado,rec_ava_2_pre_processado_resultado,rec_ava_3_pre_processado_resultado,rec_ava_4_pre_processado_resultado
aluno1,2020,0.0,7.883752,8.500020000000001,8.7,7.5,7.0,5.9375,7.75,10.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno1,2021,0.0,7.319,7.5,6.3,6.9,8.8,7.7,8.1,5.0,3,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0,,,,1.0,1.0,0.0,0.0
aluno2,2022,0.0,7.675509353106849,10.00002,7.58170509886757,7.5,8.816666666666666,5.625,7.916665,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,0.0,0.0,,
aluno3,2020,0.0,7.856389666666666,7.91667,8.9,7.5,5.5,8.125,8.111113333333334,10.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno3,2021,0.0,7.021,7.1,6.9,6.3,5.6,7.3,7.2,10.0,3,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno4,2020,0.0,5.076252,8.000020000000001,4.1,6.875,0.0,7.1875,7.75,5.0,2,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno4,2022,0.0,7.117065047619048,10.00002,8.071428571428571,7.5,5.083333333333334,6.25,8.055553333333334,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,-1.0,1.0,0.0,1.0,
aluno5,2020,0.0,8.077085,7.50002,8.0,7.5,7.5,8.4375,8.166665,10.0,1,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno5,2021,0.0,7.399,7.4,7.5,7.5,5.4,8.5,7.4,10.0,2,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno5,2022,0.0,7.232336307992202,6.41668,8.557504873294347,7.5,7.083333333333334,6.458333333333334,7.833336666666667,5.0,3,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,
aluno6,2022,0.0,7.741668666666667,9.000020000000001,9.333333333333332,7.5,5.5,6.25,7.5,10.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,
aluno7,2022,0.0,7.406743477025898,10.00002,9.314954051796157,7.5,5.583333333333334,5.9375,7.91667,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,-1.0,1.0,1.0,,
aluno8,2020,1.0,8.381390666666666,8.33334,9.9,4.375,7.333333333333333,8.749999999999998,8.94445,10.0,3,1.0,0.0,0.0,1.0,0.0,3,1.0,0.0,1,1.0,1.0,-1.0,,,,
aluno8,2021,0.0,8.269,8.8,8.6,7.5,7.1,8.0,8.5,10.0,4,0.0,1.0,0.0,1.0,0.0,4,1.0,0.0,0,,,,1.0,1.0,1.0,0.0
aluno8,2022,0.0,7.289795442501942,9.16668,8.268065268065268,5.0,7.144444444444445,7.65625,7.6250025,5.0,5,0.0,0.0,1.0,1.0,0.0,3,0.0,1.0,0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno9,2022,0.0,5.665746204655248,9.000020000000001,6.820377689942907,5.0,2.133333333333333,3.75,5.50001,10.0,0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,,
aluno10,2020,0.0,5.1618745,5.83333,5.2,3.75,0.0,7.96875,6.8333325,10.0,1,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno11,2020,1.0,9.712504,9.000020000000001,10.0,8.125,10.0,10.0,10.00001,10.0,0,1.0,0.0,0.0,0.0,1.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno11,2021,1.0,8.99,9.0,10.0,6.3,8.8,7.7,9.7,10.0,1,0.0,1.0,0.0,0.0,1.0,4,1.0,0.0,0,,,,1.0,0.0,0.0,0.0
aluno11,2022,1.0,8.464686539682539,8.000020000000001,9.198412698412698,7.5,9.833333333333332,7.083333333333332,9.50001,5.0,2,0.0,0.0,1.0,0.0,1.0,4,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,
aluno12,2020,0.0,5.838887333333334,6.25,6.0,5.625,6.666666666666667,5.624999999999999,5.277770000000001,5.0,3,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,1,-1.0,-1.0,-1.0,,,,
aluno13,2021,0.0,3.413,8.0,0.0,7.5,0.8,0.0,6.0,5.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno14,2020,0.0,6.434585,8.000020000000001,7.6,6.875,0.0,8.4375,7.916665,10.0,2,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno15,2020,0.0,5.162502,8.500020000000001,4.0,7.5,0.0,8.125,7.25,5.0,1,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno16,2022,0.0,6.995504201058202,8.500020000000001,9.33862433862434,6.875,6.333333333333334,4.791666666666666,6.722219999999999,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,1.0,0.0,
aluno17,2020,0.0,7.766252,9.50002,6.8,7.5,10.0,6.5625,7.75,5.0,2,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,-1.0,-1.0,1.0,,,,
aluno17,2021,0.0,6.14,9.5,4.2,7.5,2.6,8.4,8.8,5.0,3,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno17,2022,0.0,6.723325934837093,9.50002,6.647869674185464,7.5,5.5,5.9375,7.5,5.0,4,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,1.0,-1.0,-1.0,0.0,1.0,,
aluno18,2020,0.0,7.2055576666666665,9.58335,7.0,7.5,6.5,7.083333333333334,7.944446666666665,5.0,3,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno18,2021,0.0,5.666,10.0,3.3,6.3,5.3,7.7,5.2,5.0,4,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,1.0,0.0,0.0
aluno18,2022,0.0,5.845721955648926,0.0,6.287640056022409,8.125,5.222222222222222,7.8125,7.2499975,5.0,5,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0
aluno19,2021,0.0,6.751,9.0,6.3,7.5,4.6,7.7,8.3,5.0,0,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno19,2022,0.0,7.843149036414566,10.00002,9.054621848739496,7.5,7.466666666666667,6.666666666666666,8.111113333333334,5.0,1,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,-1.0,1.0,1.0,0.0,
aluno20,2022,1.0,8.616243765480895,10.00002,9.552042160737813,7.5,8.466666666666667,5.625,8.5,10.0,0,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
aluno21,2022,0.0,5.652385860342557,7.91667,5.649085968379447,5.0,5.166666666666667,7.03125,6.222216666666668,2.5,0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,1.0,
aluno22,2022,0.0,8.098496318150449,8.000020000000001,8.982056590752244,7.5,9.25,4.6875,7.166665,10.0,0,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,-1.0,1.0,1.0,1.0,0.0,,
aluno23,2022,0.0,7.78265826912142,8.000020000000001,7.7986963456071,7.5,9.25,6.5625,8.333335,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,,
aluno24,2022,1.0,8.26975686419753,10.00002,9.320987654320987,6.875,6.75,6.458333333333333,8.611119999999998,10.0,0,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,-1.0,0.0,0.0,0.0,
aluno25,2022,0.0,7.95176506926407,7.50002,8.346320346320347,7.5,9.1,3.125,8.249995,10.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
aluno26,2022,0.0,7.738020410934745,9.000020000000001,8.721340388007054,7.5,9.166666666666666,5.9375,7.083335,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,1.0,1.0,0.0,,
aluno27,2022,0.0,6.350091965367965,9.000020000000001,6.493506493506493,7.5,4.583333333333333,5.625,7.111109999999999,5.0,0,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,
aluno28,2020,1.0,9.354725666666669,9.58335,9.6,6.875,9.0,10.0,9.944453333333334,10.0,2,1.0,0.0,0.0,1.0,0.0,4,1.0,0.0,1,1.0,1.0,1.0,,,,
aluno28,2021,1.0,9.079,8.3,9.2,7.5,8.8,9.4,9.9,10.0,3,0.0,1.0,0.0,1.0,0.0,4,1.0,0.0,0,,,,1.0,1.0,1.0,1.0
aluno29,2021,0.0,6.342,9.6,5.3,7.5,3.8,7.5,7.9,5.0,0,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno29,2022,0.0,4.935556331573656,0.0,4.832296380090497,7.5,5.777777777777778,6.71875,5.7083325,2.5,1,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
aluno30,2020,0.0,7.125001,7.91668,10.0,7.5,4.75,2.5,6.916665,10.0,0,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno30,2022,0.0,8.083535682039548,10.00002,9.005163410197735,7.5,9.1,5.625,8.250005,5.0,0,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
aluno31,2022,0.0,7.263157796906798,6.91668,7.317867317867318,7.5,7.466666666666667,5.3125,6.666665,10.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,,
aluno32,2022,0.0,6.792708666666667,7.91667,8.333333333333334,7.5,4.0,7.34375,7.75,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0
aluno33,2020,0.0,7.013888333333334,6.66667,4.5,7.5,8.666666666666666,7.083333333333334,6.277773333333332,10.0,0,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,1.0,-1.0,1.0,,,,
aluno34,2020,0.0,7.698890666666667,8.500020000000001,9.3,6.875,7.0,8.125,7.944443333333334,5.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno34,2021,0.0,6.129,6.9,2.9,7.5,5.5,7.7,8.7,5.0,3,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno34,2022,0.0,6.666787745731961,7.5,7.056167617548691,7.5,6.111111111111111,7.5,6.41666,5.0,4,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0
aluno35,2020,0.0,6.64396,8.75001,6.1,6.25,5.0,7.65625,8.29167,5.0,3,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno35,2021,1.0,8.416,9.2,9.4,7.5,8.2,8.4,9.4,5.0,4,0.0,1.0,0.0,1.0,0.0,4,0.0,1.0,0,,,,1.0,1.0,1.0,1.0
aluno36,2020,0.0,8.307780333333334,9.58335,9.9,7.5,8.0,8.749999999999998,8.222226666666668,5.0,1,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno36,2021,0.0,6.246,8.3,6.4,3.8,4.7,7.3,7.9,5.0,2,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno36,2022,0.0,6.854039584291188,5.83333,8.074712643678161,6.25,5.877777777777777,7.96875,7.7916675,5.0,3,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno37,2020,0.0,6.6788913333333335,10.00002,7.7,4.375,2.5,6.458333333333333,7.77778,10.0,2,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno37,2021,0.0,6.154,0.0,5.4,6.9,6.5,7.5,6.7,10.0,3,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno37,2022,0.0,7.55554175568551,8.500020000000001,9.041585445094215,7.5,7.333333333333333,6.25,7.777779999999999,5.0,4,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,
aluno38,2021,0.0,6.847,3.8,6.9,7.5,5.1,7.5,7.8,10.0,0,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,1.0,0.0,0.0
aluno38,2022,0.0,6.695387571428572,9.16668,6.721726190476191,6.25,5.666666666666667,7.34375,7.20833,5.0,1,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
aluno39,2020,0.0,8.131388333333334,6.24999,9.4,7.5,8.333333333333334,8.541666666666666,6.777780000000001,10.0,3,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno40,2021,0.0,7.334,9.2,7.8,7.5,6.0,8.3,8.0,5.0,0,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,1.0,0.0,1.0,0.0
aluno41,2020,0.0,7.460002,8.000020000000001,8.3,7.5,7.25,7.5,7.75,5.0,0,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno41,2021,0.0,6.1,0.0,5.0,7.5,6.8,7.5,8.8,5.0,1,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,1.0,1.0,1.0,0.0
aluno42,2021,0.0,6.802,10.0,6.7,7.5,4.0,7.2,6.0,10.0,0,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno42,2022,0.0,4.279765904761905,9.000020000000001,3.148809523809524,7.5,2.5,0.0,2.50001,10.0,1,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,,
aluno43,2020,0.0,7.805209,7.5,7.5,7.5,7.0,7.96875,8.04167,10.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno44,2020,0.0,6.218335,9.000020000000001,6.8,7.5,0.0,6.25,7.916665,10.0,0,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno45,2020,0.0,6.631252,8.500020000000001,1.0,7.5,10.0,7.8125,7.75,5.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,-1.0,1.0,,,,
aluno45,2022,0.0,6.730556,7.916679999999999,9.166666666666666,6.25,5.0,6.25,6.777773333333332,5.0,0,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,0.0,
aluno46,2020,0.0,6.966669,9.50002,10.0,7.5,0.0,7.5,7.583335,10.0,0,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno46,2021,0.0,8.471,8.5,10.0,7.5,6.9,8.1,8.4,10.0,1,0.0,1.0,0.0,1.0,0.0,4,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno46,2022,0.0,7.398436561403509,8.500020000000001,9.082456140350876,7.5,5.0,6.041666666666667,6.888883333333333,10.0,2,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,0.0,
aluno47,2021,0.0,6.056,8.5,6.3,7.5,4.0,7.5,5.8,5.0,0,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno47,2022,0.0,7.65278,8.500020000000001,10.0,7.5,7.416666666666666,6.25,7.222223333333333,5.0,1,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,1.0,1.0,
aluno48,2022,0.0,3.914881285714285,5.41667,3.803571428571429,6.25,0.0,5.625,4.625,5.0,0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0
aluno49,2022,1.0,8.339586333333333,9.50002,10.0,7.5,8.166666666666666,6.5625,9.250005,5.0,0,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,,
aluno50,2022,0.0,4.966393630641453,0.0,4.630580097651709,7.5,3.055555555555556,5.625,5.5833325,10.0,0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0
aluno51,2020,0.0,8.955835,9.50002,9.8,7.5,10.0,8.125,7.416665,10.0,1,1.0,0.0,0.0,0.0,1.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno51,2021,0.0,8.051,9.0,9.2,7.5,5.4,7.7,8.6,10.0,2,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno51,2022,0.0,6.953190321839081,9.000020000000001,9.203448275862067,7.5,5.083333333333334,5.625,6.91666,5.0,3,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,1.0,,
aluno52,2020,0.0,8.181112666666667,10.00002,8.6,6.25,7.0,7.916666666666668,8.22222,10.0,2,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno53,2020,,8.696667999999999,9.16668,10.0,7.5,8.2,0.0,0.0,10.0,4,1.0,0.0,0.0,1.0,0.0,4,1.0,0.0,1,1.0,1.0,1.0,,,,
aluno54,2021,0.0,6.388,7.5,5.8,7.5,4.1,7.3,5.8,10.0,0,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,1.0,0.0,0.0
aluno55,2020,1.0,6.878125166666666,0.0,9.0,7.5,6.333333333333333,8.28125,8.666667499999999,5.0,3,1.0,0.0,0.0,1.0,0.0,2,1.0,0.0,1,-1.0,1.0,-1.0,,,,
aluno55,2021,1.0,8.219,9.6,8.9,8.1,7.6,8.1,9.2,5.0,4,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0,,,,1.0,1.0,1.0,1.0
aluno56,2021,0.0,6.777,8.8,7.5,5.6,5.5,7.8,7.2,5.0,0,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,1.0,1.0,1.0,1.0
aluno56,2022,0.0,3.036573379084968,0.0,3.597794117647059,5.0,0.4444444444444445,3.28125,4.500003333333333,5.0,1,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
aluno57,2020,0.0,7.311667166666667,8.33334,7.1,6.25,5.833333333333333,7.5,7.5833325,10.0,2,1.0,0.0,0.0,0.0,1.0,3,1.0,0.0,1,1.0,-1.0,-1.0,,,,
aluno57,2021,0.0,7.213,8.3,6.9,6.3,6.0,7.7,7.0,10.0,3,0.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0,,,,0.0,1.0,1.0,1.0
aluno58,2022,0.0,7.305158063492064,7.91667,7.991071428571429,7.5,6.888888888888889,8.125,7.374995,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno59,2020,0.0,6.563055666666668,8.75001,3.6,7.5,6.0,7.291666666666667,6.444439999999998,10.0,0,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno60,2020,0.0,7.679582333333333,7.5,9.7,6.875,6.666666666666667,8.4375,8.124995,5.0,4,1.0,0.0,0.0,0.0,1.0,3,1.0,0.0,1,-1.0,1.0,-1.0,,,,
aluno60,2021,0.0,6.956,7.9,7.5,6.9,6.1,7.2,7.7,5.0,5,0.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0,,,,0.0,1.0,1.0,1.0
aluno60,2022,0.0,5.783132947712418,8.33334,4.129901960784314,5.625,4.044444444444444,7.96875,7.277773333333332,5.0,6,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0
