nome,ano,ponto_virada,inde,iaa,ieg,ips,ida,ipp,ipv,ian,anos_pm,2020,2021,2022,fem,masc,pedra,bolsista,nao_bolsista,in_fase,ipv_pre_processado_resultado,ieg_pre_processado_resultado,ida_pre_processado_resultado,rec_ava_1_pre_processado_resultado,rec_ava_2_pre_processado_resultado,rec_ava_3_pre_processado_resultado,rec_ava_4_pre_processado_resultado
aluno61,2020,0.0,5.604168666666667,9.000020000000001,6.5,7.5,0.0,6.875,7.333333333333333,5.0,0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno61,2021,0.0,3.017,0.0,1.3,5.6,0.0,6.9,5.1,5.0,1,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno61,2022,0.0,6.410355757575758,10.00002,7.787878787878788,7.5,2.5,6.25,7.38889,5.0,2,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,1.0,0.0,
aluno62,2020,0.0,6.330001333333334,7.91668,6.9,7.5,3.5,7.083333333333333,7.5,5.0,0,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno62,2021,0.0,5.704,8.5,4.6,7.5,3.1,8.1,6.2,5.0,1,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno63,2022,0.0,6.683821329434698,9.50002,8.544103313840155,5.625,5.083333333333334,5.625,6.91666,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,,
aluno64,2022,0.0,4.664931388888889,8.75001,3.611111111111112,7.5,2.833333333333333,4.84375,3.8333325,5.0,0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0
aluno65,2021,1.0,8.438,10.0,10.0,7.5,6.9,8.1,10.0,5.0,0,0.0,1.0,0.0,0.0,1.0,4,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno65,2022,1.0,7.987503111111112,10.00002,9.555555555555555,5.625,8.166666666666666,6.25,8.777783333333334,5.0,1,0.0,0.0,1.0,0.0,1.0,3,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,
aluno66,2021,0.0,6.875,8.0,6.3,7.5,5.9,8.5,7.7,5.0,0,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,0.0,1.0,0.0
aluno66,2022,0.0,7.171874500000001,6.66667,5.784722222222221,7.5,7.777777777777779,7.34375,6.5416625,10.0,1,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0
aluno67,2021,0.0,4.939,7.4,3.3,7.5,1.1,8.3,6.1,5.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno67,2022,0.0,6.770192769423559,9.000020000000001,7.88220551378446,5.0,5.583333333333333,5.9375,7.916665,5.0,1,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,1.0,1.0,-1.0,1.0,1.0,,
aluno68,2020,0.0,5.988752,9.000020000000001,7.6,7.5,0.0,7.1875,8.0,5.0,0,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno69,2022,1.0,7.598297219273481,10.00002,7.545642763034067,7.5,7.883333333333333,5.625,8.5,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
aluno70,2022,1.0,8.205557333333335,10.00002,8.833333333333332,7.5,6.5,6.666666666666666,8.61111,10.0,0,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,-1.0,1.0,0.0,0.0,
aluno71,2020,0.0,7.550001,8.500020000000001,10.0,5.0,9.5,2.5,7.749995,5.0,1,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno72,2022,0.0,7.728843833635814,7.50002,8.602540834845735,8.125,8.833333333333332,5.625,8.083335,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,,
aluno73,2022,0.0,6.712044773504273,8.33334,6.992521367521367,7.5,6.5,6.71875,6.2916575,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0
aluno74,2022,0.0,6.684722722222222,7.91667,6.25,6.875,6.111111111111112,7.5,7.4166675,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0
aluno75,2020,1.0,9.687504,10.00002,10.0,10.0,9.0,9.375,9.75001,10.0,1,1.0,0.0,0.0,1.0,0.0,4,1.0,0.0,1,1.0,1.0,1.0,,,,
aluno75,2021,1.0,9.108,10.0,9.2,7.5,8.5,8.8,9.7,10.0,2,0.0,1.0,0.0,1.0,0.0,4,1.0,0.0,0,,,,1.0,1.0,1.0,1.0
aluno75,2022,1.0,9.441521857142858,10.00002,9.660714285714286,9.375,8.5,9.21875,9.75001,10.0,3,0.0,0.0,1.0,1.0,0.0,4,0.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
aluno76,2020,0.0,8.958334,8.91668,10.0,10.0,10.0,7.5,6.58333,10.0,0,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno76,2021,1.0,8.869,10.0,10.0,7.5,7.6,7.5,9.2,10.0,1,0.0,1.0,0.0,1.0,0.0,4,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno76,2022,0.0,8.306175283950617,10.00002,9.419753086419751,7.5,7.166666666666666,5.833333333333334,8.27778,10.0,2,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,1.0,
aluno77,2021,0.0,7.854,9.5,10.0,7.5,6.4,7.5,8.1,5.0,0,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno77,2022,0.0,7.901663220043574,10.00002,8.237472766884531,8.75,8.333333333333332,5.625,8.25,5.0,1,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,,
aluno78,2020,0.0,7.352085,9.50002,9.0,7.5,5.5,7.1875,7.666665,5.0,3,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno78,2021,0.0,6.339,8.9,9.2,7.5,2.6,7.3,5.6,5.0,4,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno78,2022,0.0,7.604387307346327,6.91668,9.480259870064968,7.5,7.666666666666666,6.666666666666666,7.833336666666667,5.0,5,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,
aluno79,2022,0.0,7.110494326118326,9.58335,7.463924963924963,7.5,3.666666666666667,7.34375,7.20833,10.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0
aluno80,2020,0.0,6.499723333333334,6.9166799999999995,9.2,7.5,0.0,7.291666666666667,7.444443333333333,10.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno80,2022,0.0,6.580093259259259,6.83334,9.296296296296296,5.625,4.25,6.25,7.5,5.0,0,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,
aluno81,2020,1.0,7.386391000000001,5.41667,8.8,7.5,6.0,8.125,9.11112,5.0,1,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno81,2021,0.0,6.188,6.3,5.8,2.5,6.5,8.1,7.7,5.0,2,0.0,1.0,0.0,1.0,0.0,2,1.0,0.0,0,,,,1.0,1.0,1.0,0.0
aluno81,2022,1.0,7.474202506556246,8.33334,7.402950310559007,8.125,6.655555555555555,7.5,8.833336666666666,5.0,3,0.0,0.0,1.0,1.0,0.0,3,0.0,1.0,0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0
aluno82,2020,0.0,7.954169,8.500020000000001,10.0,7.5,8.5,6.875,7.333335,5.0,0,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno83,2020,1.0,8.155003333333333,9.16668,9.4,5.625,5.333333333333333,8.958333333333332,9.166676666666666,10.0,4,1.0,0.0,0.0,1.0,0.0,3,1.0,0.0,1,1.0,1.0,-1.0,,,,
aluno83,2021,0.0,5.987,6.7,6.4,3.8,3.0,7.3,6.7,10.0,5,0.0,1.0,0.0,1.0,0.0,2,1.0,0.0,0,,,,1.0,0.0,1.0,0.0
aluno83,2022,0.0,7.202977523809524,7.91667,7.819047619047619,7.5,6.8,6.875,7.750005,5.0,6,0.0,0.0,1.0,1.0,0.0,3,0.0,1.0,0,1.0,1.0,-1.0,1.0,0.0,1.0,
aluno84,2020,0.0,8.750001000000001,9.000020000000001,10.0,10.0,8.5,7.5,6.999995,10.0,0,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno84,2021,0.0,7.867,3.5,10.0,7.5,6.8,7.5,8.3,10.0,1,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno84,2022,1.0,7.502401434343434,9.000020000000001,8.838383838383837,7.5,6.25,6.458333333333334,8.444446666666666,5.0,1,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,1.0,
aluno85,2020,0.0,7.263334,9.50002,9.9,2.5,10.0,2.5,6.66666,5.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno85,2021,0.0,6.652,9.5,6.7,6.3,6.9,4.7,7.0,5.0,2,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno85,2022,1.0,7.744553615384616,9.50002,9.743589743589745,5.0,7.583333333333333,5.625,8.833335,5.0,3,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,,
aluno86,2020,0.0,5.688333833333334,8.33334,4.9,7.5,3.6666666666666665,7.5,5.7083325,5.0,1,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno87,2020,1.0,8.188612666666666,8.33334,9.2,5.625,6.666666666666667,8.749999999999998,8.722226666666666,10.0,4,1.0,0.0,0.0,1.0,0.0,3,1.0,0.0,1,1.0,1.0,-1.0,,,,
aluno87,2021,0.0,8.004,7.9,7.8,7.5,7.8,8.1,7.7,10.0,5,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0,,,,1.0,1.0,1.0,0.0
aluno87,2022,0.0,6.644810737664296,9.16668,5.652169521654815,5.625,6.566666666666667,7.96875,7.1250025,5.0,6,0.0,0.0,1.0,1.0,0.0,2,0.0,1.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0
aluno88,2020,1.0,9.04042,10.00002,9.4,7.5,9.5,5.9375,9.58334,10.0,2,1.0,0.0,0.0,1.0,0.0,4,1.0,0.0,1,1.0,1.0,1.0,,,,
aluno88,2021,1.0,8.096,9.5,9.6,6.3,7.4,8.1,9.1,5.0,3,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0,,,,1.0,0.0,1.0,0.0
aluno88,2022,1.0,8.427269800194932,9.58335,9.11793372319688,5.625,6.877777777777777,8.90625,9.0833375,10.0,4,0.0,0.0,1.0,1.0,0.0,4,0.0,1.0,0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
aluno89,2020,0.0,7.937502,10.00002,10.0,7.5,7.5,6.875,7.5,5.0,1,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno90,2020,0.0,7.073542833333333,8.33334,5.8,7.5,7.666666666666667,7.96875,7.5000025,5.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,-1.0,1.0,,,,
aluno90,2021,0.0,5.994,7.1,5.0,7.5,4.6,7.2,7.0,5.0,2,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,1.0,0.0,1.0,1.0
aluno90,2022,0.0,5.195056982905983,5.833320000000001,3.004807692307692,7.5,3.555555555555556,6.71875,6.888886666666665,5.0,3,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
aluno91,2020,0.0,6.846668,9.000020000000001,6.4,6.875,4.5,5.625,7.58333,10.0,2,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno91,2021,0.0,4.2,9.5,0.0,7.5,2.2,5.6,2.5,10.0,3,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno91,2022,0.0,7.412884468772608,8.500020000000001,7.918575677196368,7.5,7.916666666666667,6.458333333333334,7.500003333333334,5.0,4,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,
aluno92,2022,0.0,7.232068817813765,9.50002,9.26450742240216,7.5,5.416666666666666,5.625,7.66666,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,-1.0,0.0,0.0,,
aluno93,2021,0.0,6.248,8.0,4.2,7.5,5.1,6.6,5.9,10.0,0,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno94,2020,0.0,6.7552085,7.08333,6.0,7.5,4.0,7.96875,7.5000025,10.0,1,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno94,2021,0.0,5.923,7.5,3.6,7.5,4.6,7.3,5.2,10.0,2,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,0.0,1.0,1.0
aluno95,2020,0.0,7.336876333333333,9.58335,8.2,7.5,6.666666666666667,7.96875,6.791665,5.0,1,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno95,2021,0.0,4.957,8.3,5.6,7.5,1.3,6.9,4.1,5.0,2,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,1.0,0.0,1.0,0.0
aluno96,2020,1.0,6.432500999999999,9.16668,6.1,6.875,3.0,7.5,8.791664999999998,5.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno97,2020,0.0,7.393752,9.50002,8.0,7.5,6.0,8.4375,7.75,5.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno97,2021,0.0,6.317,8.0,5.8,7.5,5.8,7.5,6.0,5.0,3,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,0.0,1.0,0.0
aluno97,2022,0.0,7.501754052631579,7.91667,8.467105263157894,7.5,7.0,7.5,5.58333,10.0,4,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno98,2021,0.0,6.953,9.2,6.4,7.5,6.3,7.5,7.5,5.0,0,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno98,2022,0.0,7.396527277777778,7.91667,8.520833333333332,7.5,7.055555555555556,7.8125,7.2916625,5.0,1,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno99,2022,0.0,7.7833335,8.75001,10.0,7.5,7.25,7.5,7.2916625,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
aluno100,2020,0.0,6.908335000000001,9.000020000000001,6.5,4.375,7.5,6.875,7.916665,5.0,2,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,-1.0,1.0,,,,
aluno100,2021,0.0,3.117,8.5,0.0,3.8,0.0,6.3,3.8,5.0,3,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno100,2022,0.0,6.042318760312152,9.000020000000001,8.475473801560758,5.0,1.666666666666666,6.25,7.444443333333333,5.0,4,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,1.0,0.0,
aluno101,2022,0.0,7.477568777777778,7.08333,7.854166666666666,6.25,6.622222222222223,7.65625,7.416665,10.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno102,2020,0.0,7.966668666666667,8.000020000000001,8.5,7.5,7.0,7.5,7.833333333333333,10.0,0,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno102,2021,0.0,6.704,6.3,7.5,7.5,4.8,7.9,7.8,5.0,1,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno102,2022,0.0,7.475860455026456,7.333340000000001,8.941798941798943,7.5,7.666666666666666,6.041666666666667,7.833333333333333,5.0,2,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,
aluno103,2020,0.0,8.597919000000001,9.000020000000001,10.0,7.5,8.5,7.8125,7.333335,10.0,0,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno103,2021,0.0,8.076,9.5,8.8,6.3,6.2,7.9,8.6,10.0,1,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno103,2022,0.0,7.105690655172413,9.50002,8.903448275862068,5.625,6.0,5.625,7.749995,5.0,2,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,,
aluno104,2021,0.0,8.01,9.0,10.0,7.5,6.4,7.2,6.8,10.0,0,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno104,2022,1.0,8.357710510121457,10.00002,9.392712550607287,7.5,7.25,5.625,8.58333,10.0,1,0.0,0.0,1.0,0.0,1.0,4,1.0,0.0,0,1.0,1.0,-1.0,0.0,0.0,,
aluno105,2020,0.0,8.516877,9.16668,9.6,7.5,8.0,7.96875,7.66667,10.0,0,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno105,2021,0.0,4.956,10.0,1.1,7.5,2.8,6.7,3.7,10.0,1,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,1.0,0.0
aluno106,2020,0.0,8.450002,9.50002,10.0,7.5,10.0,7.5,7.5,5.0,0,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno106,2021,1.0,8.242,10.0,7.9,7.5,7.9,8.3,10.0,5.0,1,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,0.0,1.0,0.0
aluno107,2022,0.0,6.01131119047619,7.91668,4.952380952380953,7.5,4.0,5.625,8.083335,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,1.0,-1.0,-1.0,0.0,0.0,,
aluno108,2022,0.0,7.642290505279036,9.000020000000001,8.565610859728508,7.5,8.416666666666668,5.625,7.666665,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,1.0,0.0,0.0,,
aluno109,2021,0.0,7.36,7.5,6.7,7.5,7.8,8.4,8.2,5.0,0,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,1.0,1.0,1.0
aluno110,2022,0.0,7.426485448585232,10.00002,6.590752242926156,8.125,5.5,5.625,8.166665,10.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,-1.0,-1.0,1.0,0.0,,
aluno111,2020,0.0,6.8535425,7.91667,7.7,7.5,4.5,7.96875,7.8750025,5.0,0,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno111,2021,0.0,7.222,8.3,8.1,7.5,6.0,8.4,7.4,5.0,1,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,1.0,1.0,1.0
aluno112,2020,0.0,6.448887666666667,7.91667,6.8,4.375,5.333333333333333,7.708333333333334,7.611103333333333,5.0,2,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno112,2021,0.0,6.098,9.2,3.1,6.9,6.2,7.7,6.9,5.0,3,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,0.0,1.0,1.0
aluno113,2020,0.0,7.693335000000001,8.500020000000001,8.8,7.5,7.5,7.5,7.916665,5.0,1,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno113,2021,0.0,6.664,9.5,7.1,7.5,4.6,8.1,6.6,5.0,2,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno113,2022,0.0,6.40909040909091,9.16668,6.253787878787879,5.625,5.166666666666666,5.625,5.4166575,10.0,3,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0
aluno114,2022,0.0,7.484211146117041,9.50002,7.748129063918538,7.5,8.766666666666666,5.3125,7.25,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,1.0,1.0,1.0,0.0,,
