nome,ano,ponto_virada,inde,iaa,ieg,ips,ida,ipp,ipv,ian,anos_pm,2020,2021,2022,fem,masc,pedra,bolsista,nao_bolsista,in_fase,ipv_pre_processado_resultado,ieg_pre_processado_resultado,ida_pre_processado_resultado,rec_ava_1_pre_processado_resultado,rec_ava_2_pre_processado_resultado,rec_ava_3_pre_processado_resultado,rec_ava_4_pre_processado_resultado
aluno174,2020,,7.921668,9.16668,10.0,5.625,7.2,0.0,0.0,10.0,3,1.0,0.0,0.0,0.0,1.0,3,1.0,0.0,1,1.0,1.0,-1.0,,,,
aluno175,2022,0.0,7.540822106753813,8.33334,7.676334422657952,7.5,6.111111111111111,7.5,7.249995,10.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno176,2021,0.0,5.674,7.5,6.3,5.0,4.3,6.7,5.7,5.0,0,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno176,2022,0.0,5.096608405982907,6.66666,7.391025641025641,5.0,2.888888888888889,5.15625,4.2916725,5.0,5,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0
aluno177,2021,0.0,7.196,9.0,8.3,7.5,4.6,6.9,6.3,10.0,0,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno177,2022,0.0,8.27865517948718,9.50002,8.964102564102564,7.5,8.783333333333333,5.625,7.33333,10.0,1,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,-1.0,1.0,1.0,1.0,0.0,,
aluno178,2022,0.0,7.205336595776773,8.500020000000001,9.547511312217194,7.5,3.416666666666667,5.625,7.249995,10.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,,
aluno179,2022,0.0,7.68295498989899,6.83334,8.69949494949495,7.5,9.5,6.875,7.111109999999999,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,1.0,1.0,0.0,0.0,
aluno180,2022,0.0,6.039586333333334,9.000020000000001,7.916666666666666,6.25,3.5,5.3125,6.000005,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,,
aluno181,2022,0.0,7.910768840791018,9.000020000000001,9.105915870621754,7.5,8.083333333333332,6.5625,8.333335,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,,
aluno182,2022,0.0,7.093227724696356,9.50002,6.518218623481781,6.875,6.0,4.6875,7.41666,10.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,,
aluno183,2020,0.0,7.862503,9.000020000000001,10.0,8.125,10.0,2.5,7.000005,5.0,2,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno184,2020,0.0,8.257224,10.00002,8.3,7.5,7.5,7.916666666666668,7.777776666666667,10.0,2,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno184,2021,0.0,7.896,8.5,9.2,7.5,5.6,7.5,8.0,10.0,3,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno185,2021,0.0,7.906,8.0,10.0,7.5,5.4,7.2,7.8,10.0,0,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno185,2022,0.0,7.617045315375983,8.500020000000001,8.243546576879911,8.125,8.8,5.625,7.41667,5.0,1,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,1.0,1.0,1.0,0.0,,
aluno186,2020,0.0,6.314166333333334,8.75001,5.8,7.5,5.666666666666667,8.125,6.66666,2.5,0,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno187,2020,0.0,6.41389,8.500020000000001,8.0,7.5,0.0,7.916666666666667,7.111106666666665,10.0,0,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno188,2020,1.0,7.744167,7.08333,4.7,7.5,9.0,8.125,8.66667,10.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,-1.0,1.0,,,,
aluno188,2021,0.0,6.435,7.1,5.8,7.5,4.7,8.1,7.8,5.0,3,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno189,2020,0.0,7.2558353333333345,8.000020000000001,8.3,5.0,8.0,7.291666666666667,7.333333333333333,5.0,0,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno190,2020,1.0,8.733751333333334,8.33334,9.2,6.875,7.666666666666667,9.0625,9.666670000000002,10.0,3,1.0,0.0,0.0,0.0,1.0,4,1.0,0.0,1,1.0,1.0,1.0,,,,
aluno191,2022,0.0,6.709725111111111,9.50002,8.722222222222221,5.0,6.5,4.375,6.388893333333333,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,1.0,0.0,
aluno192,2020,0.0,4.854723333333333,7.41668,5.1,5.0,0.0,6.041666666666666,7.444443333333333,5.0,2,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno192,2022,0.0,6.722024920634921,8.500020000000001,8.103174603174603,7.5,5.0,6.458333333333334,6.777773333333331,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,0.0,
aluno193,2020,1.0,8.539168666666667,10.00002,9.8,5.0,7.0,8.125,9.333333333333332,10.0,4,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno193,2021,1.0,8.215,9.2,10.0,5.6,7.7,7.9,9.6,5.0,5,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno193,2022,0.0,7.174196928571429,8.75001,9.038690476190476,5.625,5.566666666666666,7.65625,7.7499975,5.0,6,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0
aluno194,2020,0.0,7.1214596666666665,8.33334,8.3,6.875,6.333333333333333,7.65625,7.04167,5.0,3,1.0,0.0,0.0,0.0,1.0,2,1.0,0.0,1,-1.0,1.0,-1.0,,,,
aluno195,2022,0.0,6.745479946323136,7.50002,8.046833064949007,7.5,4.833333333333333,6.25,7.722223333333334,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,
aluno196,2022,0.0,7.254680434997751,9.16668,8.535551619433198,5.625,7.055555555555554,7.65625,6.95833,5.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0
aluno197,2020,0.0,8.832500666666666,8.33334,9.6,7.5,8.666666666666666,8.958333333333332,8.5,10.0,1,1.0,0.0,0.0,0.0,1.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno197,2021,0.0,7.751,8.3,7.2,7.5,6.0,8.1,8.6,10.0,2,0.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0,,,,1.0,1.0,1.0,0.0
aluno197,2022,1.0,8.354717840548341,10.00002,8.751352813852813,5.625,7.688888888888889,8.125,8.458337499999999,10.0,3,0.0,0.0,1.0,0.0,1.0,4,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aluno198,2020,0.0,5.518958,0.0,6.1,5.625,4.5,5.78125,6.291665,10.0,3,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno199,2020,0.0,6.658610666666666,6.25,4.8,7.5,7.666666666666667,8.125,7.388886666666666,5.0,1,1.0,0.0,0.0,1.0,0.0,2,0.0,1.0,1,-1.0,-1.0,1.0,,,,
aluno200,2020,0.0,7.355834833333334,7.91667,5.8,7.5,5.666666666666667,8.125,8.5416725,10.0,4,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno200,2021,0.0,4.788,7.5,1.7,6.9,3.3,6.7,3.5,10.0,5,0.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0,,,,0.0,0.0,1.0,0.0
aluno200,2022,0.0,6.874873274934217,7.91667,7.10179526355997,7.5,5.611111111111112,7.65625,7.625,5.0,6,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
aluno201,2020,0.0,7.718541500000001,7.08333,9.4,7.5,8.0,7.96875,7.4166675,5.0,1,1.0,0.0,0.0,0.0,1.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno201,2021,0.0,5.636,5.8,5.6,0.0,6.4,8.3,6.7,5.0,2,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,1.0,1.0,0.0,1.0
aluno201,2022,0.0,6.438413142857143,8.33334,6.047619047619048,7.5,4.033333333333333,7.5,7.944443333333334,5.0,3,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,1.0,-1.0,-1.0,1.0,0.0,1.0,1.0
aluno202,2020,0.0,3.7799986666666663,0.0,2.9,6.875,0.0,6.458333333333334,6.833326666666666,5.0,2,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno203,2022,0.0,7.329169333333334,9.50002,9.0,6.875,5.5,6.25,5.833336666666667,10.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,0.0,
aluno204,2022,0.0,6.575002222222222,8.000020000000001,7.444444444444445,7.5,4.5,6.25,7.555556666666667,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,1.0,-1.0,-1.0,0.0,1.0,0.0,
aluno205,2022,0.0,7.664923985754986,8.500020000000001,8.262108262108262,7.5,9.166666666666666,5.625,7.583335,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
aluno206,2020,0.0,5.2162495,0.0,4.3,7.5,2.0,7.8125,7.1249975,10.0,2,1.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno206,2021,0.0,5.143,8.8,4.2,0.0,2.0,7.7,6.3,10.0,3,0.0,1.0,0.0,0.0,1.0,1,0.0,1.0,0,,,,0.0,1.0,0.0,0.0
aluno207,2021,0.0,5.504,8.3,3.9,6.9,5.3,7.5,4.4,5.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,1.0,0.0,0.0,0.0
aluno207,2022,0.0,4.571673982861744,0.0,3.724695192086496,7.5,3.722222222222223,6.40625,5.9583275,5.0,1,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0
aluno208,2020,0.0,7.842502,9.000020000000001,9.4,7.5,5.0,8.125,7.5,10.0,0,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno208,2021,0.0,6.45,7.0,6.3,7.5,4.5,7.5,8.0,5.0,1,0.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,,,,0.0,0.0,1.0,0.0
aluno209,2020,1.0,9.075004,9.50002,10.0,6.25,10.0,10.0,10.00001,5.0,1,1.0,0.0,0.0,0.0,1.0,4,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno209,2021,1.0,7.167,8.5,7.9,7.5,4.2,8.1,9.2,5.0,2,0.0,1.0,0.0,0.0,1.0,3,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno210,2020,0.0,8.213058666666669,10.00002,9.1,7.5,5.666666666666667,8.541666666666666,8.277783333333332,10.0,3,1.0,0.0,0.0,0.0,1.0,3,1.0,0.0,1,1.0,1.0,-1.0,,,,
aluno211,2022,0.0,7.856571887125221,9.000020000000001,8.935626102292769,7.5,8.416666666666668,6.25,8.055556666666666,5.0,0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,
aluno212,2020,0.0,6.345836,7.41668,10.0,4.375,7.0,2.5,2.5833399999999997,10.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno212,2021,0.0,5.663,9.5,8.3,5.0,4.3,2.5,4.7,5.0,2,0.0,1.0,0.0,0.0,1.0,2,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno212,2022,0.0,6.344244591269144,9.50002,8.944141289679047,4.375,6.766666666666666,2.8125,5.166655,5.0,3,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,,
aluno213,2020,0.0,8.081669333333334,9.000020000000001,9.7,5.0,9.0,8.749999999999998,7.833336666666668,5.0,2,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,-1.0,1.0,1.0,,,,
aluno213,2021,0.0,8.761,9.6,9.4,7.5,7.5,8.8,8.9,10.0,3,0.0,1.0,0.0,1.0,0.0,4,0.0,1.0,0,,,,1.0,1.0,1.0,0.0
aluno214,2022,0.0,6.417875178463399,9.50002,8.832425892317,5.625,4.75,3.333333333333333,6.777773333333334,5.0,0,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,1.0,
aluno215,2020,0.0,8.874585000000002,9.50002,9.3,7.5,10.0,7.8125,7.666665,10.0,1,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno216,2020,,5.960001,8.75001,0.0,5.625,7.4,0.0,0.0,10.0,1,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1,,-1.0,-1.0,,,,
aluno217,2020,1.0,8.942503,8.000020000000001,9.4,7.5,9.5,8.125,9.000005,10.0,1,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno217,2021,0.0,7.765,8.5,8.8,7.5,7.1,8.1,8.4,5.0,2,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,0.0,0.0,1.0,0.0
aluno217,2022,1.0,8.48808864197531,6.91668,9.876543209876544,7.5,8.133333333333333,6.666666666666666,8.888893333333334,10.0,3,0.0,0.0,1.0,1.0,0.0,4,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,
aluno218,2021,1.0,8.821,9.5,10.0,7.5,6.9,8.1,9.7,10.0,0,0.0,1.0,0.0,0.0,1.0,4,0.0,1.0,0,,,,1.0,1.0,0.0,0.0
aluno218,2022,1.0,8.362568122807017,9.50002,9.031578947368422,7.5,6.916666666666666,6.5625,9.083335,10.0,1,0.0,0.0,1.0,0.0,1.0,4,1.0,0.0,0,1.0,1.0,-1.0,1.0,1.0,,
aluno219,2020,0.0,7.832084999999999,9.50002,7.9,8.75,5.0,8.4375,7.916665,10.0,1,1.0,0.0,0.0,1.0,0.0,3,0.0,1.0,1,1.0,1.0,-1.0,,,,
aluno219,2021,0.0,4.176,0.0,4.2,6.9,1.9,8.1,4.8,5.0,2,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno219,2022,0.0,5.810649259259259,10.00002,5.296296296296296,7.5,2.666666666666667,6.458333333333334,6.611106666666666,5.0,3,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,
aluno220,2022,0.0,6.631987865319865,9.50002,9.326599326599329,7.5,3.75,5.833333333333334,6.166663333333333,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,0.0,
aluno221,2021,0.0,4.442,9.2,2.8,7.5,1.8,5.8,3.9,5.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,1.0,0.0,0.0
aluno221,2022,0.0,4.932115107932876,8.75001,3.613701372997712,7.5,2.666666666666667,6.09375,4.7083275,5.0,1,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0
aluno222,2020,0.0,8.478752,9.000020000000001,7.8,7.5,9.5,7.1875,8.25,10.0,1,1.0,0.0,0.0,0.0,1.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno223,2020,0.0,6.59278,9.000020000000001,5.2,6.875,5.0,8.541666666666668,8.055556666666668,5.0,1,1.0,0.0,0.0,0.0,1.0,2,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno224,2022,0.0,6.606168554778556,9.50002,8.607226107226108,7.5,3.333333333333333,5.625,7.277773333333333,5.0,0,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,0.0,0.0,0.0,
aluno225,2020,0.0,8.845558333333333,9.58335,9.7,7.5,8.333333333333334,8.749999999999998,8.277783333333334,10.0,4,1.0,0.0,0.0,1.0,0.0,4,0.0,1.0,1,1.0,1.0,1.0,,,,
aluno225,2021,0.0,7.138,8.3,6.7,6.9,6.0,7.5,6.7,10.0,5,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0,,,,1.0,0.0,1.0,0.0
aluno225,2022,0.0,6.957316284888314,9.16668,7.085185035552683,5.0,7.388888888888888,8.125,6.6666675,5.0,6,0.0,0.0,1.0,1.0,0.0,2,0.0,1.0,0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0
aluno226,2020,0.0,7.849446666666667,8.500020000000001,7.4,5.625,7.5,8.125,8.222223333333332,10.0,2,1.0,0.0,0.0,0.0,1.0,3,1.0,0.0,1,1.0,-1.0,1.0,,,,
aluno226,2021,0.0,4.617,0.0,4.2,5.6,4.3,7.1,5.8,5.0,3,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0,,,,0.0,0.0,0.0,0.0
aluno227,2020,0.0,5.981250166666666,8.75001,3.0,7.5,6.333333333333333,7.8125,6.0416625,5.0,0,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,-1.0,-1.0,,,,
aluno228,2022,0.0,5.312964074074074,10.00002,4.87037037037037,6.875,1.5,5.625,6.44444,5.0,0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0.0,0.0,
aluno229,2020,0.0,5.890556,7.33334,7.8,7.5,0.0,7.916666666666668,7.777776666666667,5.0,1,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,-1.0,1.0,-1.0,,,,
aluno229,2021,0.0,5.054,8.5,0.0,7.5,4.0,6.9,7.3,5.0,2,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,0,,,,0.0,0.0,0.0,0.0
aluno229,2022,0.0,6.025962871794872,8.000020000000001,5.10897435897436,5.0,8.0,4.375,5.83333,5.0,3,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,-1.0,1.0,1.0,0.0,,
aluno230,2020,0.0,5.0047223333333335,8.75001,6.1,4.375,2.3333333333333335,5.833333333333333,4.611106666666667,5.0,4,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,1,-1.0,-1.0,-1.0,,,,
aluno231,2020,0.0,5.9597921666666664,8.33334,3.7,5.0,4.333333333333333,7.03125,6.5833325,10.0,1,1.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1,1.0,-1.0,-1.0,,,,
aluno231,2021,0.0,7.698,9.2,8.6,6.9,5.4,8.0,7.5,10.0,2,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,0.0,1.0,1.0,0.0
aluno232,2021,0.0,7.331,8.3,7.2,7.5,6.7,8.3,8.2,5.0,0,0.0,1.0,0.0,1.0,0.0,3,0.0,1.0,0,,,,1.0,0.0,1.0,1.0
aluno232,2022,1.0,7.676832382089068,8.33334,8.191793021556448,8.125,6.688888888888889,8.4375,8.55556,5.0,1,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
aluno233,2022,0.0,7.560770897435898,9.50002,7.287179487179487,7.5,6.600000000000001,5.0,7.916665,10.0,0,0.0,0.0,1.0,1.0,0.0,3,1.0,0.0,0,1.0,-1.0,-1.0,0.0,0.0,,
aluno234,2022,0.0,8.121155846153847,9.50002,8.697435897435899,6.25,9.033333333333331,5.0,7.5,10.0,0,0.0,0.0,1.0,0.0,1.0,4,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
aluno235,2020,0.0,8.125001833333334,8.333350000000001,9.0,7.5,7.666666666666667,7.5,7.2916675,10.0,1,1.0,0.0,0.0,1.0,0.0,3,1.0,0.0,1,1.0,1.0,1.0,,,,
aluno235,2021,0.0,7.544,9.2,6.9,5.6,6.6,7.3,8.1,10.0,2,0.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0,,,,1.0,0.0,1.0,0.0
aluno235,2022,0.0,6.922391887729286,6.66666,7.725859160868649,6.875,5.677777777777778,6.875,5.9999925,10.0,3,0.0,0.0,1.0,1.0,0.0,2,1.0,0.0,0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0
aluno236,2022,0.0,8.207451124949126,8.500020000000001,8.958078958078957,7.5,8.766666666666667,5.625,7.5,10.0,0,0.0,0.0,1.0,0.0,1.0,4,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,,
